SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR
QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BECANCOUR'S FILTRATION PLANT","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE BÉCANCOUR",RIVER/RIVIÈRE,,,46.3116,-72.546,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE (03020031),RIVIÈRE SAINT-FRANÇOIS À PIERREVILLE (03020031),RIVER/RIVIÈRE,,,46.0664,-72.8122,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02OG3007,"YAMASKA RIVER, RTE 132 BRIDGE (03030023)","RIVIÈRE YAMASKA, PONT DE LA ROUTE 132 (03030023)",RIVER/RIVIÈRE,,,46.0051,-72.9101,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT (03040009)","RIVIÈRE RICHELIEU, PRISE D'EAU DE L'USINE DE FILTRATION DE SOREL (03040009)",RIVER/RIVIÈRE,,,46.034,-73.1176,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02PH9024,ST. LAWRENCE RIVER AT LÉVIS,FLEUVE SAINT-LAURENT À LÉVIS,RIVER/RIVIÈRE,,,46.8071,-71.19,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
SA05FE0001,BATTLE RIVER NEAR UNWIN,RIVIÈRE BATTLE PRÈS DE UNWIN,RIVER/RIVIÈRE,,,52.9403,-109.8733,NAD27,SK,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,
SA05JM0014,QU'APPELLE RIVER APPROX 3.2 KM SOUTH,RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD,RIVER/RIVIÈRE,,,50.4839,-101.5431,NAD27,SK,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
SA05KH0002,CARROT RIVER NEAR TURNBERRY,RIVIÈRE CARROT PRÈS DE TURNBERRY,RIVER/RIVIÈRE,,,53.6,-102.1167,NAD27,SK,LOWER SASKATCHEWAN–NELSON,BAS SASKATCHEWAN–NELSON,HUDSON BAY,BAIE D'HUDSON,,
SA05LC0001,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWAN–NELSON,BAS SASKATCHEWAN–NELSON,HUDSON BAY,BAIE D'HUDSON,,
SA05MD0002,ASSINIBOINE RIVER AT HWY 8,RIVIÈRE ASSINIBOINE À L'AUT. 8,RIVER/RIVIÈRE,,,51.5331,-101.8889,NAD27,SK,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
SA06AF0001,COLD RIVER AT OUTLET TO COLD LAKE,RIVIÈRE COLD À LA SORTIE DU LAC COLD,RIVER/RIVIÈRE,,,54.5667,-109.8361,NAD83,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,
SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,RIVIÈRE CHURCHILL EN AVAL DE WASAWAKASIK,RIVER/RIVIÈRE,,,55.6081,-102.1956,NAD27,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,
US05ND0004,SOURIS RIVER NEAR SHERWOOD NORTH DAKOTA,RIVIÈRE SOURIS PRÈS DE SHERWOOD DANS LE DAKOTA DU NORD,RIVER/RIVIÈRE,,,48.99,-101.9578,NAD83,US,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
US05NF0001,SOURIS RIVER NEAR WESTHOPE,RIVIÈRE SOURIS PRÈS DE WESTHOPE,RIVER/RIVIÈRE,,,48.9997,-100.9,NAD83,US,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
YT08AA0010,DEZADEASH RIVER AT HAINES JUNCTION,RIVIÈRE DEZADEASH À HAINES JUNCTION,RIVER/RIVIÈRE,,,60.7478,-137.5036,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AA0010/Projects/PYLTM/Regions/0?new_lang=fr
YT08AB0009,ALSEK RIVER UPSTREAM BATES RIVER,RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES,RIVER/RIVIÈRE,,,60.1192,-137.9742,NAD83,YT,PACIFIC COASTAL,CÔTE DU PACIFIQUE,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT08AB0009/Projects/PYLTM/Regions/0?new_lang=fr
YT09AB0006,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr
YT09AB0008,YUKON RIVER UPSTREAM TAKHINI RIVER,FLEUVE YUKON EN AMONT DE LA RIVIÈRE TAKHINI,RIVER/RIVIÈRE,,,60.8353,-135.1803,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0?new_lang=fr
YT09BC0021,ROSE CREEK ABOVE ANVIL CREEK,CRIQUE ROSE EN AMONT DE LA CRIQUE ANVIL,RIVER/RIVIÈRE,,,62.3751,-133.5437,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09BC0021/Projects/PYLTM/Regions/0?new_lang=fr
YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM FLAT CREEK,RIVIÈRE SOUTH MCQUESTEN EN AVAL DE LA CRIQUE FLAT,RIVER/RIVIÈRE,,,63.9141,-135.7232,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09DD0008/Projects/PYLTM/Regions/0?new_lang=fr
YT09EA0001,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr
YT09FB0003,PORCUPINE RIVER ABOVE OLD CROW,RIVIÈRE PORCUPINE EN AMONT DE LA RIVIÈRE OLD CROW,RIVER/RIVIÈRE,,,67.58,-139.78,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09FB0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09FB0003/Projects/PYLTM/Regions/0?new_lang=fr
YT09FC0002,OLD CROW RIVER AT THE MOUTH,RIVIÈRE OLD CROW À L'EMBOUCHURE,RIVER/RIVIÈRE,,,67.634,-139.7,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09FC0002/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09FC0002/Projects/PYLTM/Regions/0?new_lang=fr
YT10AA0001,LIARD RIVER AT UPPER CROSSING,RIVIÈRE LIARD À UPPER CROSSING,RIVER/RIVIÈRE,,,60.0477,-128.9018,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT10AA0001/Projects/PYLTM/Regions/0?new_lang=fr
YT10MD0001,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
,,,,,,,,,,,,,,,
